run_month,run_timestamp,run_id,total_packages,in_general_registry_count,forks_count,archived_count,has_src_dir_count,has_test_dir_count,has_project_toml_count,has_license_count,has_docs_dir_count,has_gh_pages_count,has_ci_workflow_count,has_code_coverage_count,has_active_maintainers_count,releases_total,stars_total,monthly_downloads_total,total_downloads_total,open_issues_total,closed_issues_total,open_prs_total,closed_prs_total,human_contributors_total,bot_contributors_total,maintainers_total,active_maintainers_total,readme_lines_total,readme_lists_total,readme_links_total,readme_code_blocks_total,readme_badges_total,readme_sections_total,stars_avg,stars_median,monthly_downloads_avg,monthly_downloads_median,total_downloads_avg,total_downloads_median,open_issues_avg,open_issues_median,open_prs_avg,open_prs_median,avg_pr_merge_days_avg,avg_pr_merge_days_median,days_since_last_activity_avg,days_since_last_activity_median,readme_completeness_score_avg,readme_completeness_score_median,maintenance_active_count,maintenance_inactive_count,maintenance_abandoned_count,maintenance_concept_count,top_stars_package,top_stars_value,top_monthly_downloads_package,top_monthly_downloads_value,top_human_contributors_package,top_human_contributors_value,top_active_maintainers_package,top_active_maintainers_value
2026-03,2026-03-02T05:54:06Z,22563107536,48,33,1,2,48,42,48,48,35,29,42,31,13,221,540,224,6544,288,410,79,1410,144,32,82,25,3344,209,453,125,186,126,11.25,2.5,4.67,0.0,136.33,19.5,6.0,1.0,1.65,0.0,6.55,0.66,648.86,194.59,3.21,2.0,5,11,14,18,KomaMRI.jl,187.0,KomaMRI.jl,79.0,DICOM.jl,18.0,KomaMRI.jl,4.0
